algorithm,expression_str,status,ExpressionDepth,SolvableControllabilityScore,AddRule,URule,PartsRule,CyclicPartsRule,RewriteRule,ConstantTimesRule,ConstantRule,PowerRule,SinRule,CosRule,TrigRule,ExpRule,ReciprocalRule,ArctanRule,AlternativeRule,DontKnowRule,eval_score
genetic,(-2 + tan(1))**2*(1 - 2*x)*(log(-x) + 1),ok,9.0,28.0,2.0,2.0,6.0,0.0,2.0,9.0,10.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.9883213639259338
genetic,-x*(4 + 1/x)**2/2,ok,7.0,13.0,3.0,1.0,0.0,0.0,4.0,6.0,2.0,4.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.9673608541488647
genetic,-5*cos(5/(2*x))/(2*x**2),ok,4.0,6.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.885848343372345
genetic,9*2**(12*(x - 1/8)**(1/8) - 6)*(0**(0**(atan(2)/x**2))*atan(2)/x**2)**(12*(x - 1/8)**(1/8) - 6)*(8*x - 1)**(0**(0**(atan(2)/x**2))/8)/(4*8**(0**(0**(atan(2)/x**2))/8)) - 1/8,ok,9.0,1.0,1.0,18.0,0.0,0.0,2.0,21.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.9750813245773315
genetic,3*log(x)/16 + 13/4,ok,4.0,9.0,1.0,0.0,1.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8792914748191833
genetic,(1 - tanh(x)**2)*exp(tanh(x)),ok,4.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.9420810341835022
genetic,x*((4 + 1/x)**2 + 1),ok,6.0,11.0,3.0,1.0,0.0,0.0,4.0,5.0,2.0,4.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.96901535987854
genetic,(2*x + 2)*(x**2 + x) + (x**2 + x)*((2*x + 2)*exp(2*x + 2) + exp(2*x + 2))*exp(-2*x - 2),ok,5.0,14.0,3.0,0.0,0.0,0.0,2.0,6.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8226702213287354
genetic,(1 + tan(1))*(log(-x) + 1)*(tan(1) + 2)/(-x)**x,ok,5.0,17.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.9255191087722778
genetic,-12*x/(x + 1) + 3,unsolvable,6.0,,2.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
genetic,-4*(1 - tanh(4/(x*(1 - exp(-1))))**2)/(x**2*(1 - exp(-1))),ok,7.0,27.0,0.0,2.0,0.0,0.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.9843810796737671
genetic,x*(-2 - 2*sin(2) + 1/sqrt(x)),ok,7.0,17.0,2.0,1.0,0.0,0.0,2.0,4.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.962664008140564
genetic,x*(x + log(9*x)),unsolvable,4.0,,1.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
genetic,(2*x + 2)*(x**2 + x) + (x**2 + x)*(x*(2*x + 2) + x)*exp(-2*x - 2),ok,17.0,87.0,4.0,58.0,22.0,0.0,4.0,75.0,29.0,3.0,0.0,0.0,0.0,29.0,0.0,0.0,31.0,0.0,0.9734723567962646
genetic,9*2**(-6 + 12/sqrt(tanh(3*x)))*(0**(0**((x - 1/8)**(1/8)))*(x - 1/8)**(1/8))**(-6 + 12/sqrt(tanh(3*x)))*(x - 1/8)**(0**(0**((x - 1/8)**(1/8)))/8)/4 - 1/8,ok,12.0,1.0,1.0,22.0,0.0,0.0,3.0,26.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.9695233702659607
grammar,2*exp(x),ok,2.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.45474973320961
grammar,exp(-1/x**3)**x,unsolvable,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
grammar,sin(x*cos(4)),ok,3.0,11.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7536070942878723
grammar,x*exp(log(6*x)*sinh(log(log(x)/x))/x),unsolvable,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
grammar,cos(x**(sinh(1)/x)*log(-5*x**(3/2))),unsolvable,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
grammar,-tanh(x*tan(1)),ok,6.0,12.0,0.0,2.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.9637883901596069
grammar,asin(x/log(x)),unsolvable,7.0,,2.0,0.0,1.0,0.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,
grammar,sin(x)**(x**x),unsolvable,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
grammar,(-x/(4*tanh(x)))**(-sin(sin(x**(3/2) - 2))),unsolvable,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
grammar,2/log(asin(x)),unsolvable,2.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
grammar,log(tan(tan(exp(x)))),unsolvable,16.0,,2.0,12.0,9.0,0.0,3.0,8.0,5.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,14.0,10.0,
grammar,cosh(sqrt(tan(x**(x - 5)))),unsolvable,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
grammar,exp(log(x)*sin(x**2*tan(exp(x)))),unsolvable,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
grammar,exp(cos(log(log(2/(x**x*log(x)))*atan(x)))),unsolvable,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
grammar,sin(cos(x**x)/x),unsolvable,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
grammar,exp(exp(x)*cos(4)*cosh(1)),ok,3.0,8.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.9107417464256287
grammar,sqrt(cos(x/sinh(x**2))),unsolvable,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
grammar,2**(cos(x)*tanh(tan(x) + 1)),unsolvable,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
grammar,log(x**2*cos(sin(4)) + x**x)**x,unsolvable,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
grammar,(-sinh(tan(5*x)) + 1/x)*cos(log(x)),timeout,,,,,,,,,,,,,,,,,,,
grammar,-exp(x)*sin(1),ok,2.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.45474973320961
grammar,sin(1)**x,ok,1.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.4928175210952759
grammar,2*sqrt(x) + 20,ok,3.0,9.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02998991124331951
grammar,tan(x*cos(x) + 2),unsolvable,5.0,,1.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,
grammar,2**log(exp(exp(tan(x)))**log(sqrt(log(sin(x**x)))))*exp(-x),unsolvable,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
grammar,log(x**sin(sinh(2))),ok,2.0,15.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8754708766937256
grammar,log(3/sin(exp(x))),unsolvable,11.0,,0.0,9.0,7.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,3.0,1.0,
grammar,x**2 + x,ok,2.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0389627143740654
grammar,log(x/cos(4)),ok,5.0,24.0,0.0,1.0,2.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.9781056642532349
grammar,sin(x*(x/2)**x),unsolvable,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
grammar,atan(cos(x)**cos(log(tanh(x)/3))),timeout,,,,,,,,,,,,,,,,,,,
grammar,log(sin(x)),unsolvable,4.0,,0.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,
grammar,atan(x*sin(x)),unsolvable,6.0,,2.0,0.0,1.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,
grammar,sin(exp(sinh(x))),unsolvable,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
grammar,-x*cosh(4*x) - exp(x),unsolvable,3.0,,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,
grammar,(exp(x) + 3)**x,unsolvable,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
grammar,4 - x,ok,3.0,9.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02998991124331951
grammar,2**exp(tan(x/tanh(x))) - x,unsolvable,3.0,,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
grammar,-tan(2*x),ok,14.0,7.0,0.0,9.0,0.0,0.0,3.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,4.0,0.0,0.9796531200408936
grammar,(-exp(-x)*sin(4)*tan(x))**cos(1),unsolvable,3.0,,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
grammar,x + 5,ok,2.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0389627143740654
grammar,-7*x,ok,2.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3430999517440796
grammar,log(x)**log(log(cosh(x)**x)),unsolvable,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
grammar,x**(sin(x)/2),unsolvable,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
grammar,sin(exp(x**5)),unsolvable,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
grammar,x/sin(tanh(log(x)) + cos(5)*atan(x)),unsolvable,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
grammar,x/atan(asin(x)),unsolvable,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
grammar,cosh(x)**2 - 1,unsolvable,2.0,,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
grammar,tan(x)/sin(x),unsolvable,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
grammar,x**(sqrt(x)) + log(4),unsolvable,2.0,,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
grammar,(tanh(x) + cos(4))**sin(x/(1 - x/2)),unsolvable,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
grammar,3*x/(tan(1)*asin(log(x + x*tan(1)))),unsolvable,2.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
grammar,4*x + tan(x**(3/2)*log(cos(x))) - E,unsolvable,3.0,,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
grammar,log(sin(log(cosh(cos(x)))))/x,unsolvable,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
grammar,2 - 3**x,ok,3.0,13.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.05563126504421234
grammar,-cos(exp(asin(x)**x)),unsolvable,2.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
grammar,cos(x*(log(-1/x) - cos(1)))**x,unsolvable,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
grammar,1/cos(x),unsolvable,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
grammar,tanh(tan(x)),unsolvable,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
grammar,exp(log(x)/x),unsolvable,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
grammar,x**(pi/4),ok,1.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37830618023872375
grammar,tan(exp(2/x)),unsolvable,2.0,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
grammar,exp(-x + exp(cos(5/cosh(exp(x)/log(x))))),unsolvable,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
grammar,log(cos(tan(x - sin(x))))/cos(x),unsolvable,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
grammar,cosh(sinh(1)/tanh(asin(x))),unsolvable,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
grammar,x/x**(sqrt(sin(x))),unsolvable,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
grammar,exp(-asin(x/2)),unsolvable,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
grammar,tan(log(log(log(x)))),unsolvable,2.0,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
grammar,sin(x**exp(x)),unsolvable,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
grammar,-exp(x**x)/2,unsolvable,2.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
grammar,-x + tanh(asin(x)),unsolvable,3.0,,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
grammar,atan(x/(x + 1)),ok,17.0,32.0,10.0,11.0,1.0,0.0,24.0,20.0,6.0,0.0,0.0,0.0,0.0,0.0,6.0,10.0,9.0,0.0,0.9817122220993042
grammar,-x + sin(x + sinh(4)),ok,3.0,13.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13046035170555115
grammar,1/cos(x*cos(cos(x))/4),unsolvable,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
grammar,sqrt(cos(x)) + exp(-5),unsolvable,2.0,,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
grammar,x + 3*x*exp(-log(x)**sinh(x)),unsolvable,3.0,,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
grammar,x + cos(log(x - exp(sin(x)))),unsolvable,2.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
grammar,-sqrt(x) + x,ok,3.0,11.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02998991124331951
grammar,cos(log(-sinh(x))),unsolvable,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
grammar,(x + atan(x)**x)/x,unsolvable,3.0,,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
grammar,x*asin(sqrt(x*asin(x))/log(x)),timeout,,,,,,,,,,,,,,,,,,,
grammar,-log(x*log(x) - sin(sinh(x))),unsolvable,9.0,,0.0,3.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,1.0,
grammar,sqrt(-x)/cosh((x + 1)*cos(x)),unsolvable,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
grammar,-log(5*sin(x))/4 + sin(cos(5)),unsolvable,10.0,,1.0,3.0,7.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,
grammar,cos(2)**(x**2)*asin(x**2),unsolvable,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
grammar,exp(2/log(cos(x))) + 4,unsolvable,2.0,,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
grammar,exp(x*tan(5))*cos(x),unsolvable,7.0,,0.0,4.0,2.0,0.0,0.0,6.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,1.0,
grammar,cos(sqrt(cos(cos(4/cos(x)))))*asin(2),unsolvable,2.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
grammar,exp(-x**2*atan(sin(tan(1)))/x**sin(x)),unsolvable,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
grammar,cos(cos(x)/2),unsolvable,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
grammar,exp(x**log(-x**2/(4*asin(4*exp(x**4))))),unsolvable,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
grammar,x + tanh(sqrt(5)/5 + 4),ok,2.0,16.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0389627143740654
grammar,x*log(atan(3*x)),unsolvable,3.0,,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
grammar,sqrt(sinh(x)),unsolvable,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
grammar,cos(x)/4,ok,2.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45474973320961
grammar,x + pi/2,ok,2.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0389627143740654
grammar,x*sqrt(-atan(4**(sqrt(x) + exp(x + sqrt(-x))))),unsolvable,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
grammar,log(1 - x),ok,10.0,18.0,2.0,3.0,2.0,0.0,3.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.9904562830924988
grammar,x + exp(-x/tan(5)),ok,5.0,18.0,1.0,2.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.7359148859977722
grammar,-5*sin(sinh(asin(exp(-x)*tan(2)) + 2)),unsolvable,4.0,,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,
grammar,sin(sin(cos(sqrt(x)))/x),unsolvable,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
grammar,cos(x**3) + 1,unsolvable,2.0,,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
grammar,exp(exp(2)/x**2),unsolvable,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
grammar,log((1/x)**x),ok,16.0,27.0,5.0,50.0,15.0,0.0,5.0,63.0,21.0,13.0,0.0,0.0,0.0,20.0,0.0,0.0,32.0,0.0,0.9760671257972717
grammar,log(exp(tan(tan(x)))),unsolvable,10.0,,9.0,3.0,4.0,0.0,9.0,6.0,4.0,6.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,6.0,
grammar,sinh(log(x**(-tanh(1)))),unsolvable,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
grammar,-sin(x)/tan(x),unsolvable,2.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
grammar,(x + exp(-x)*log(atan(x)))/sqrt((x + exp(-x)*log(atan(x)))**2 + 1),unsolvable,5.0,,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,
grammar,(-atan(tanh(4) + 5))**exp(x),unsolvable,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
grammar,asin(2*x),ok,7.0,18.0,0.0,3.0,2.0,0.0,0.0,4.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.9838435053825378
grammar,x**2 + cosh(exp(x)),ok,3.0,9.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2326597273349762
grammar,-3*x/x**x,unsolvable,2.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
grammar,x/(-x - 2) + log(sqrt(1 - x**2)),unsolvable,11.0,,5.0,2.0,1.0,0.0,6.0,8.0,5.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,4.0,
grammar,-x + 3*exp(-x)/x**(x**2/cos(x)),unsolvable,3.0,,1.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
grammar,tanh(log(x*log(exp(sqrt(exp(x)))))),unsolvable,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
grammar,asin(cos(cosh(x))),unsolvable,3.0,,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
grammar,x**(1 + sinh(atan(2))),ok,1.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37830618023872375
grammar,3*x/x**(log(-sin(5**(-x)))/2),unsolvable,2.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
grammar,sin(tan(x))/4 + 5*log(2)/log(x),unsolvable,3.0,,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,
grammar,x + tan(sqrt((-4)**exp(sin(sinh(x))))*exp(-3/2)),unsolvable,3.0,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
grammar,log(x)**(sin(5)/2),ok,2.0,28.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9184624552726746
