algorithm,expression_str,status,ExpressionDepth,SolvableControllabilityScore,AddRule,URule,PartsRule,CyclicPartsRule,RewriteRule,ConstantTimesRule,ConstantRule,PowerRule,SinRule,CosRule,TrigRule,ExpRule,ReciprocalRule,ArctanRule,AlternativeRule,DontKnowRule,eval_score
genetic,12*x**(x/2)*(1/2 + (80*0**x*x + 1/8)**(-1/64)) - 18,ok,10.0,1.0,1.0,8.0,0.0,0.0,1.0,10.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.9766097664833069
genetic,3*x**4*(x**2 - 5) + x**4 + 36,ok,6.0,14.0,2.0,0.0,0.0,0.0,1.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9173794984817505
genetic,-6 + 27*x**(cosh(x)*tanh(sinh(x))**x - 6)*(0**(0**x)*x)**(cosh(x)*tanh(sinh(x))**x - 6)*(8*x - 1)**(0**(0**x)/8)/8**(0**(0**x)/8),ok,6.0,1.0,1.0,6.0,0.0,0.0,0.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.8959803581237793
genetic,0**x*5**(1/8)*x*tanh(3*x)**(3*cos(3*x))/(-3*x*sin(x)*cos(3*x) + 3*x*cos(3*x) - 3*x**(12*tanh(3*x*cos(3*x))**(3*cos(3*x)))*cos(x)*cos(3*x))**(3*cos(3*x)) - 6,ok,10.0,1.0,1.0,5.0,2.0,2.0,2.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.9889519810676575
genetic,(exp(2*exp(-x)) + cos(exp(-x)))*exp(-x)*exp(exp(-x)),ok,14.0,34.0,6.0,52.0,16.0,8.0,3.0,45.0,14.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,20.0,0.0,0.9805105328559875
genetic,27*2**(12*tanh(sinh(x))**x - 6)*(0**(0**((x - 1/8)**(1/8)))*(x - 1/8)**(1/8))**(12*tanh(sinh(x))**x - 6)*(8*x - 1)**(0**(0**((x - 1/8)**(1/8)))/8)/8**(0**(0**((x - 1/8)**(1/8)))/8) - 6,ok,12.0,1.0,1.0,24.0,0.0,0.0,3.0,28.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.9695233702659607
genetic,0**x*5**(1/8)*x*(1 - tanh(x)**2)/(-x**2*exp(x)*cos(x) - x*exp(x)*sin(x) + x*exp(x))**exp(x) - 6,ok,14.0,1.0,5.0,23.0,6.0,6.0,5.0,28.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.9773442149162292
genetic,80*x*(x - 1/8)**(1/8) - x/8,ok,8.0,20.0,2.0,1.0,0.0,0.0,1.0,4.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9711036682128906
genetic,2*x + (exp(x) + tanh(3/16) + 3)*log(9*exp(x)) + exp(x) + tanh(3/16) + 3,ok,16.0,55.0,9.0,38.0,17.0,0.0,4.0,43.0,25.0,30.0,0.0,0.0,0.0,21.0,4.0,0.0,22.0,0.0,0.9760671257972717
genetic,-x*(2 + 1/x),ok,5.0,9.0,1.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8149764537811279
genetic,3*log(exp(x))/16 + 17/4,ok,10.0,11.0,1.0,4.0,1.0,0.0,0.0,3.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.9487617611885071
genetic,3*x**2 + x*log(8*x/81),ok,5.0,18.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.8507459163665771
genetic,exp(x)*log(exp(x)) - 2*log(9*exp(x)) + 8,ok,17.0,23.0,6.0,19.0,4.0,0.0,2.0,10.0,7.0,12.0,0.0,0.0,0.0,4.0,2.0,0.0,11.0,0.0,0.9760671257972717
genetic,4*0**x*5**(1/8)*x*(-20*0**x*x**(1/8)*(-2*x - 11)**2*tanh(x)**2 + 20*0**x*x**(1/8)*(-2*x - 11)**2) - 6,ok,11.0,1.0,3.0,17.0,0.0,0.0,2.0,30.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.9750813245773315
genetic,x*(x + log(exp(2*x))),ok,4.0,10.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.958325982093811
genetic,(4/x + x**(-8))**8,ok,9.0,46.0,4.0,2.0,0.0,0.0,4.0,34.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.9792112708091736
genetic,2*(log(-x) + 1)*(tan(1) + 2)/(-x)**x,ok,5.0,13.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.9303086400032043
genetic,-2*x*(x*log(-x*exp(x)*exp(x**2*exp(8)*exp(x))) + cos(x)),ok,24.0,115.0,18.0,100.0,159.0,0.0,10.0,186.0,42.0,30.0,3.0,3.0,0.0,193.0,0.0,0.0,59.0,0.0,0.9635883569717407
genetic,36*x*(-6 + 12/sqrt(-tanh(3*x*exp(x)*exp(3*x*exp(x))/2)))**(0**tanh(9*x*exp(x)*exp(3*x*exp(x))))*exp(x)*exp(3*x*exp(x))*sqrt(cos(3*x*exp(x)*exp(3*x*exp(x)))) - 1/8,ok,9.0,1.0,1.0,4.0,1.0,1.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.9644172191619873
genetic,x**2 + 2*log(9*exp(x)),ok,17.0,13.0,6.0,17.0,1.0,0.0,2.0,10.0,4.0,13.0,0.0,0.0,0.0,0.0,2.0,0.0,9.0,0.0,0.9687898755073547
genetic,-1/(2*(x + 2)*(2*x + 6)),ok,12.0,17.0,6.0,10.0,0.0,0.0,12.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,6.0,0.0,0.9675783514976501
genetic,-10*x + 3*log(exp(x))/16,ok,10.0,13.0,1.0,4.0,1.0,0.0,0.0,4.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.9487617611885071
genetic,-5*x*exp(x) - 5*exp(x),ok,4.0,5.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.8592501878738403
genetic,-6*sqrt(-tanh(4*x))*(2*tanh(4*x)**2 - 2)/tanh(4*x) - 6,ok,10.0,14.0,1.0,6.0,0.0,0.0,1.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.9735683798789978
genetic,(1 - tanh(cos(cos(3))/(-tan(x) + cos(3)))**2)*(tan(x)**2 + 1)*cos(cos(3))/((-tan(x) + cos(3))**2*sinh(cos(3))),ok,7.0,20.0,0.0,2.0,0.0,0.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.9843810796737671
genetic,-6 + 27*x**(cosh(x)*tanh(sinh(x))**x - 6)*(0**(0**((x - 1/8)**(1/8)))*(x - 1/8)**(1/8))**(cosh(x)*tanh(sinh(x))**x - 6)*(8*x - 1)**(0**(0**((x - 1/8)**(1/8)))/8)/8**(0**(0**((x - 1/8)**(1/8)))/8),ok,9.0,1.0,1.0,12.0,0.0,0.0,1.0,14.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.9750813245773315
genetic,0**x*5**(x**2)*x*(x**4*cos(x) + x**3*sin(x) - x**3)**(x**2)/tanh(3*x)**(x**2) - 6,ok,7.0,1.0,1.0,2.0,1.0,1.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.9644172191619873
genetic,-24*sqrt(0**(0**(-6 + 12/sqrt(-tanh(x/2))))*(-6 + 12/sqrt(-tanh(x/2))))*(-6 + 12/sqrt(-tanh(x/2)))**(0**(0**(-6 + 12/sqrt(-tanh(x/2))))) - 1/8,ok,11.0,1.0,1.0,16.0,0.0,0.0,3.0,19.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.9695233702659607
genetic,15*log(5)*tan(2)/(5**(15*tan(2)/x)*x**2),ok,5.0,9.0,0.0,2.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.9303086400032043
genetic,16 - log(x**2*exp(x)),ok,10.0,19.0,4.0,2.0,1.0,0.0,2.0,3.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.9869619607925415
genetic,3*(1 + tan(1))*(log(-4*x) + 1)/(-4*x)**(4*x),ok,5.0,15.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.9255191087722778
genetic,12*sqrt(2)*sqrt(0**tanh(3*x)*(-6 + 12/sqrt(-tanh(x/2))))*(-6 + 12/sqrt(-tanh(x/2)))**(0**tanh(3*x)) - 1/8,ok,11.0,1.0,1.0,16.0,0.0,0.0,3.0,19.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.9695233702659607
genetic,x*(x*(exp(2*x) + cos(x))*exp(x) + exp(2*x))*exp(x),unsolvable,13.0,,3.0,30.0,15.0,5.0,1.0,35.0,15.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,16.0,0.0,
genetic,2048*(x**4/16 - 4*x**2)**4/x**8,ok,5.0,24.0,1.0,0.0,0.0,0.0,1.0,5.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8840683698654175
genetic,0**x*2**(1/8)*x*sqrt(-x/2 + (-6 + 12/sqrt(-tanh(x/2)))**(0**tanh(3*x))*tanh(3*x)/2 + 1/8)/sqrt(tanh(3*x)) - 6,ok,9.0,1.0,1.0,6.0,0.0,0.0,1.0,8.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.9766097664833069
genetic,x**2*exp(x) + 3*x + 3,ok,5.0,24.0,1.0,0.0,2.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.8540766835212708
genetic,(exp(4*x) + exp(2*x))*exp(2*x),ok,9.0,13.0,4.0,14.0,0.0,0.0,2.0,16.0,6.0,2.0,0.0,0.0,0.0,6.0,0.0,0.0,8.0,0.0,0.9231407046318054
genetic,0**cosh(x)*5**(1/8)*sqrt(0**(0**(tanh(3*x) - 6))*(tanh(3*x) - 6)*cos(cosh(x))/2 - cosh(x)/2 + cosh(x)*atan(2)/2)*cosh(x)/sqrt(tanh(3*cosh(x))) - 6,ok,11.0,1.0,1.0,12.0,0.0,0.0,3.0,15.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.9695233702659607
genetic,-log(x**3) + (2 - x**2)/x**2,ok,5.0,16.0,2.0,0.0,1.0,0.0,1.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.946964681148529
genetic,0**x*5**(1/8)*x*sqrt(x**2*cos(x)/2 - x/2 + x*atan(2)/2)/sqrt(tanh(3*x)) - 6,ok,11.0,1.0,1.0,4.0,2.0,2.0,1.0,6.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.9889519810676575
genetic,log(exp(x)) + 6,ok,9.0,11.0,1.0,4.0,1.0,0.0,0.0,2.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.9487617611885071
genetic,-(2*x*exp(2*x) + exp(2*x))*exp(-2*x) - log(x*exp(2*x)),ok,7.0,10.0,3.0,0.0,1.0,0.0,2.0,3.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9804368615150452
genetic,x*(exp(5*x) + cos(x))*exp(x),unsolvable,9.0,,2.0,4.0,8.0,3.0,1.0,7.0,2.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,3.0,0.0,
genetic,-x/(5*x + 1/x) - 6,ok,8.0,15.0,3.0,0.0,0.0,0.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.9597952961921692
genetic,-6 + 27*x**(cosh(x)*tanh(2)**x - 6)*(0**(0**((x - 1/8)**(1/8)))*(x - 1/8)**(1/8))**(cosh(x)*tanh(2)**x - 6)*(8*x - 1)**(0**(0**((x - 1/8)**(1/8)))/8)/8**(0**(0**((x - 1/8)**(1/8)))/8),ok,9.0,1.0,1.0,12.0,0.0,0.0,1.0,14.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.9750813245773315
genetic,x*(4 + 1/x)**3,ok,6.0,18.0,3.0,1.0,0.0,0.0,4.0,7.0,3.0,6.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.9809538125991821
genetic,-6 - 3*sqrt(-x)*(x**2*(3*x*(1 + 32/x) - 6) - 2)/x,ok,9.0,25.0,3.0,1.0,0.0,0.0,1.0,4.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9711036682128906
genetic,3*x**2*log(3**(x**2)) + x**2 + 36,ok,5.0,26.0,1.0,0.0,1.0,0.0,0.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8540766835212708
genetic,x*((x + 2)**2 - 2 - 2*sin(2)),ok,5.0,22.0,2.0,0.0,0.0,0.0,2.0,5.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.9144442081451416
genetic,-(x**2*exp(x**2) + exp(x**2))*exp(-x**2) - log(x*exp(x**2)),ok,7.0,16.0,3.0,0.0,1.0,0.0,2.0,3.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9793792963027954
genetic,(1 - 2*x)*(log(-x) + 1),ok,8.0,21.0,2.0,2.0,6.0,0.0,2.0,8.0,10.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.9883213639259338
genetic,9*2**(12*tanh(sinh(x))**x - 6)*(0**(0**(atan(2)/x**2))*atan(2)/x**2)**(12*tanh(sinh(x))**x - 6)*(8*x - 1)**(0**(0**(atan(2)/x**2))/8)/(4*8**(0**(0**(atan(2)/x**2))/8)) - 1/8,ok,9.0,1.0,1.0,18.0,0.0,0.0,2.0,21.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.9750813245773315
genetic,3*(1 - 1/tanh((-4*x)**(-4*x))**2)*(log(-4*x) + 1)/(-4*x)**(4*x),timeout,,,,,,,,,,,,,,,,,,,
genetic,x*(13*x/4 - 4) + (13*x/4 - 4)*log(-3*x) + 3,ok,10.0,42.0,6.0,2.0,7.0,0.0,4.0,14.0,13.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.9883213639259338
genetic,x*(x - 1/8)**(1/8)/(0**x*x*(x - 1/8)**(1/8) + 1/8)**(1/64) - 1/2,ok,14.0,1.0,3.0,17.0,0.0,0.0,5.0,23.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.9526551961898804
genetic,13/4 - 2*log(x),ok,4.0,9.0,1.0,0.0,1.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8792914748191833
genetic,(exp(2*exp(4*x)) + cos(exp(4*x)))*exp(4*x)*exp(exp(4*x)),ok,12.0,34.0,4.0,45.0,16.0,8.0,2.0,37.0,11.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,17.0,0.0,0.9805105328559875
genetic,x*(x + exp(x))*exp(x),unsolvable,6.0,,1.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,
genetic,-(-x + exp(x**2 - 1))*exp(1 - x**2) - log(x**2*exp(x**2 - 1)),ok,15.0,29.0,6.0,7.0,1.0,0.0,7.0,14.0,8.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,9.0,0.0,0.9750968217849731
genetic,12*sqrt(2)*sqrt(0**tanh(3*x)*(-6 + 4*sqrt(3)/sqrt(x)))*(-6 + 4*sqrt(3)/sqrt(x))**(0**tanh(3*x)) - 1/8,ok,11.0,1.0,1.0,16.0,0.0,0.0,3.0,19.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.9695233702659607
genetic,0**x*2**(7/8)*x*(x*exp(x))**(1/8)*(-x*sin(x) + (-6 + 12/(-tanh(x*sin(x)))**sin(x))**(0**tanh(3*x))*sin(x)*tanh(3*x) + 1/8)**sin(x)/(2*tanh(3*x)**sin(x)) - 6,ok,11.0,1.0,1.0,12.0,2.0,2.0,1.0,13.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.9855495095252991
genetic,exp(x) - 2*log(9*exp(x)) + 5,ok,17.0,15.0,6.0,17.0,1.0,0.0,2.0,10.0,5.0,12.0,0.0,0.0,0.0,1.0,2.0,0.0,9.0,0.0,0.9665497541427612
genetic,3*x/16 + 3*log(exp(x))/16 - 3/4,ok,10.0,16.0,1.0,4.0,1.0,0.0,0.0,4.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.9451656341552734
genetic,0**x*5**(1/8)*x*(1 - tanh(x)**x)/(-x*exp(x)*sin(x) + x*exp(x) - x**x*exp(x)*cos(x))**exp(x) - 6,ok,14.0,1.0,5.0,23.0,6.0,6.0,5.0,28.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.9773442149162292
genetic,80*x*(x - 1/8)**(1/8) + sqrt(-x),ok,8.0,22.0,2.0,2.0,0.0,0.0,1.0,4.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9711036682128906
genetic,0**x*x*x**x*sqrt(-x**x/4 + (1 - tanh(x)**x)*exp(tanh(x)) - 1/2)/sqrt(tanh(3*x)) - 6,ok,9.0,1.0,1.0,4.0,0.0,0.0,3.0,6.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.9766097664833069
genetic,2**(1/8)*(-4*x**x*(log(x) + 1) + 2) - 8/x,ok,7.0,18.0,2.0,1.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.9265504479408264
genetic,-5**(-x - 4)*log(5) + 4,ok,8.0,11.0,1.0,3.0,0.0,0.0,2.0,6.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.9766097664833069
genetic,0**x*5**(1/8)*x*sqrt(x*sin(x)/2 - x/2 + x**(12/sqrt(-tanh(x/2)))*cos(x)/2)/sqrt(tanh(3*x)) - 6,ok,11.0,1.0,1.0,4.0,2.0,2.0,1.0,6.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.9889519810676575
genetic,-1/8 + 12*x**(0**(0**x))/(2**(3*x)*(0**(0**x)*x)**(3*x)),ok,6.0,1.0,1.0,4.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.8959803581237793
genetic,2*x*sin(x**2*sqrt(sinh(2)))*sqrt(sinh(2)) + 1,ok,6.0,13.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.819346010684967
genetic,-(2*exp(8*x) + exp(4*x))*exp(-4*x) - log(exp(8*x)),ok,14.0,25.0,14.0,21.0,1.0,0.0,11.0,28.0,15.0,5.0,0.0,0.0,0.0,5.0,8.0,0.0,12.0,0.0,0.9760671257972717
genetic,8/(x + 5/x),ok,6.0,8.0,0.0,2.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.9796531200408936
genetic,x*sqrt(asin(x*cosh(5) + 4)/x)*(cosh(5)/(2*x*sqrt(1 - (x*cosh(5) + 4)**2)) - asin(x*cosh(5) + 4)/(2*x**2))/asin(x*cosh(5) + 4),ok,10.0,13.0,0.0,6.0,0.0,0.0,1.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.9738359451293945
genetic,0**x*x*x**x*sqrt(-x/2 - x**x/4 + (1 - tanh(x)**x)*exp(tanh(x)))/sqrt(tanh(3*x)) - 6,ok,9.0,1.0,1.0,4.0,0.0,0.0,3.0,6.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.9766097664833069
genetic,log(81*exp(x)) + 144,ok,16.0,13.0,6.0,17.0,1.0,0.0,2.0,9.0,5.0,12.0,0.0,0.0,0.0,0.0,2.0,0.0,9.0,0.0,0.9687898755073547
genetic,-log(exp(1/(3*x + 5))) + 3 - 1/(3*x + 5),unsolvable,11.0,,4.0,4.0,1.0,0.0,5.0,11.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,3.0,
genetic,1/(2*x*sqrt(log(x))),ok,7.0,4.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.9404951333999634
genetic,-4*x**x*(-2 - tan(8))*(log(x) + 1),ok,4.0,10.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.9303086400032043
genetic,log(-x) + 1,ok,6.0,6.0,1.0,1.0,2.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.9644172191619873
genetic,-exp(-3*x)/2,ok,5.0,6.0,0.0,2.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.9303086400032043
genetic,-((x*exp(x) + exp(x))*exp(x*exp(x) + exp(x)) + exp(x*exp(x) + exp(x)))*exp(-x*exp(x) - exp(x)) - log(-x*exp(x*exp(x) + exp(x))),ok,11.0,27.0,3.0,0.0,5.0,0.0,2.0,7.0,3.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.9893325567245483
genetic,-log(2*x*exp(2)) - 3,ok,7.0,25.0,1.0,1.0,2.0,0.0,0.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.9708911180496216
genetic,0**x*sqrt(2)*5**(1/8)*x*sqrt(x*sin(x)/2 - x/2)/sqrt(x**2*cos(x)) - 6,ok,11.0,1.0,1.0,4.0,2.0,2.0,1.0,6.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.9889519810676575
genetic,2*x + 25*exp(x)*log(exp(x)),ok,7.0,15.0,1.0,2.0,3.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,2.0,0.0,0.9451656341552734
genetic,exp(x) + tan(x)**5,ok,10.0,22.0,4.0,15.0,0.0,0.0,6.0,11.0,5.0,9.0,0.0,0.0,0.0,1.0,3.0,0.0,5.0,0.0,0.9813073873519897
genetic,-1/(-6 + 1/(-6 + 8/(x*(x + 1/x)))),ok,17.0,28.0,16.0,0.0,0.0,0.0,19.0,27.0,6.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,4.0,0.0,0.9798292517662048
genetic,-9/3**x,ok,4.0,11.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.885848343372345
genetic,36*x*(-6 + 12/sqrt(-tanh(3*x*exp(x)*exp(-x*exp(2*x))/2)))**(0**tanh(9*x*exp(x)*exp(-x*exp(2*x))))*exp(x)*exp(-x*exp(2*x))*sqrt(cos(x*exp(2*x)*exp(-x*exp(2*x)))) - 1/8,ok,9.0,1.0,1.0,4.0,1.0,1.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.9644172191619873
genetic,tan(x)**2 + 1,ok,4.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9167042970657349
genetic,-4/(exp(x) - 3/4)**3,ok,16.0,35.0,4.0,24.0,0.0,0.0,23.0,41.0,0.0,16.0,0.0,0.0,0.0,0.0,8.0,0.0,6.0,0.0,0.9771054983139038
genetic,-1/(-1 - 1/(x*(x + 5/x))),ok,13.0,14.0,8.0,0.0,0.0,0.0,11.0,7.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,4.0,0.0,0.9597952961921692
genetic,(exp(2*exp(x)) + cos(exp(x)))*exp(x)*exp(exp(x)),ok,9.0,24.0,3.0,19.0,10.0,5.0,2.0,10.0,5.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,8.0,0.0,0.9805105328559875
genetic,0**x*x*x**x*(-x + x**x*cos(x) + (1 - tanh(x)**x)*exp(tanh(x)))/tanh(3*x) - 6,timeout,,,,,,,,,,,,,,,,,,,
genetic,(x*tan(1))**(x*tan(1))*(1 + tan(1))*(log(x*tan(1)) + 1)*(tan(1) + 2),ok,5.0,22.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.9483901858329773
genetic,(2 - 2*x**2)/(x*((1 + 2/x)**2 + 1)),ok,14.0,26.0,15.0,16.0,0.0,0.0,28.0,25.0,5.0,5.0,0.0,0.0,0.0,0.0,8.0,9.0,5.0,0.0,0.9813073873519897
genetic,(1 - tanh(cos(tanh(5))/(-tan(x) + cos(tanh(5))))**2)*(tan(x)**2 + 1)*cos(tanh(5))/(-tan(x) + cos(tanh(5)))**2,ok,7.0,15.0,0.0,2.0,0.0,0.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.9770739674568176
genetic,-2*log(9/(3*x - 1)) + 3 + log(1/(3*x - 1))/(3*x - 1),ok,16.0,33.0,6.0,12.0,1.0,0.0,11.0,19.0,5.0,6.0,0.0,0.0,0.0,0.0,4.0,0.0,3.0,0.0,0.9875485897064209
genetic,0**x*x*sqrt(x**2*cos(x)/2 + x*(1 - tanh(x)**2) - x/2)*sqrt(0**(-6 + 12/sqrt(-tanh(x/2))))/sqrt(tanh(3*x)) - 6,ok,13.0,1.0,1.0,24.0,4.0,4.0,3.0,26.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.9773442149162292
genetic,2**(3*x/16 + 20/(3*x))*(1 - 320/(9*x**2))*log(2),ok,5.0,13.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.9179472923278809
genetic,-2*x/(2*x - cos(5/2) + 5)**2 + 5*cos(x)/(2*sqrt(sin(x))),ok,12.0,37.0,4.0,9.0,0.0,0.0,11.0,14.0,0.0,6.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,0.9824606776237488
genetic,3*x**2*log(exp(3*x)*exp(3*x + exp(3*x) + 5)/9) + 3*x + 36,ok,19.0,71.0,9.0,48.0,21.0,0.0,8.0,75.0,25.0,14.0,0.0,0.0,0.0,24.0,0.0,0.0,28.0,0.0,0.9760671257972717
